Submission Date,Creator,Platform,Campaign,Status,Views,Amount Paid,Submission URL
"Nov 6, 2025, 05:25 PM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,256436,$128.22,https://www.instagram.com/reel/DQu7YFMk_Ms/?igsh=a2JtODBpY2cwNXVi
"Nov 6, 2025, 05:17 PM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,61095,$30.55,https://www.instagram.com/reel/DQu61hJE09C/?igsh=NWtoaWlkcmFpcW9o
"Nov 6, 2025, 05:07 PM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,21779,$10.89,https://www.instagram.com/reel/DQu5p0lk72X/?igsh=Ymx6bWdwaDhtcXRt
"Nov 6, 2025, 04:49 PM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,27910,$13.96,https://www.instagram.com/reel/DQu3aMCklDM/?igsh=MXUxemJwbTBmMGw5bQ==
"Nov 6, 2025, 04:49 PM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,21348,$10.67,https://www.instagram.com/reel/DQu3ftwE0fg/?igsh=MTl3ZzV3ajd0cGR2ZQ==
"Nov 6, 2025, 04:41 PM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,107982,$53.99,https://www.instagram.com/reel/DQu2ZpDkvBX/?igsh=MXUxaGl6emM3dDMwaA==
"Nov 6, 2025, 04:39 PM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,63396,$31.70,https://www.instagram.com/reel/DQu2cMtk1vW/?igsh=MW96N3M2MDR0eW1ibQ==
"Nov 6, 2025, 04:38 PM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,107311,$53.66,https://www.instagram.com/reel/DQu159rkYfR/?igsh=bWoxZHh0MXlibnlx
"Nov 6, 2025, 04:26 PM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,83308,$41.65,https://www.instagram.com/reel/DQu0vDtkyqL/?igsh=dHhkMG1hanByYzR2
"Nov 6, 2025, 04:25 PM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,33717,$16.86,https://www.instagram.com/reel/DQu0UPEEyYy/?igsh=engxMWdlMmpmZ3U2
"Nov 6, 2025, 04:22 PM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,48681,$24.34,https://www.instagram.com/reel/DQu0gfGEyzx/?igsh=NXd6bjB0NmZpeDlp
"Nov 6, 2025, 03:12 PM",Tolga Bal,Instagram,BetOnline/Wild Casino Watermark,Approved,54516,$27.26,https://www.instagram.com/reel/DQush92CGcF/?igsh=aTEyd2hqeG53cjFk
"Nov 6, 2025, 02:37 PM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,7723,$3.86,https://www.instagram.com/reel/DQuoffBida1/?igsh=MTQ2a2IyYXg2ZXJjMQ==
"Nov 6, 2025, 02:30 PM",TAHSIN AHMED,Instagram,BetOnline/Wild Casino Watermark,Approved,33668,$16.83,https://www.instagram.com/reel/DQrdfSEgiOS/?igsh=MXd3NXlyemM4Y2FiaA==
"Nov 6, 2025, 01:04 PM",Fulltimetweets ,Instagram,BetOnline/Wild Casino Watermark,Approved,6541,$3.27,https://www.instagram.com/reel/DQsP_dLCJug/?igsh=OTNteDNkemU0NHE4
"Nov 6, 2025, 01:01 PM",Fulltimetweets ,Instagram,BetOnline/Wild Casino Watermark,Approved,5772,$2.89,https://www.instagram.com/reel/DQpQ03YiCHr/?igsh=cmNlaTdsOXRkbWxm
"Nov 6, 2025, 12:58 PM",Wellnon,Instagram,BetOnline/Wild Casino Watermark,Approved,55096,$27.55,https://www.instagram.com/reel/DQudNYYCDI2/?igsh=MXF4ZnhweW04dXozaw==
"Nov 6, 2025, 12:36 PM",SC Enterprises,Instagram,BetOnline/Wild Casino Watermark,Approved,96825,$48.41,https://www.instagram.com/reel/DQualhpiHhS/?igsh=cDM2eHQyODdvOHg2
"Nov 6, 2025, 11:42 AM",Jason,Instagram,BetOnline/Wild Casino Watermark,Approved,1123182,$300.00,https://www.instagram.com/reel/DQuPXg-CQDM/?igsh=MWlld3UxYXVpajE5eA==
"Nov 6, 2025, 11:35 AM",Frankie,Instagram,BetOnline/Wild Casino Watermark,Approved,358517,$179.26,https://www.instagram.com/reel/DQuTmzNDdRc/?igsh=Y2FhaXl0YXJuYWk2
"Nov 6, 2025, 10:49 AM",Tolga Bal,Instagram,BetOnline/Wild Casino Watermark,Approved,353733,$176.87,https://www.instagram.com/reel/DQuOX8JiOyK/?igsh=MTVlN3BsMmRrZmJxYg==
"Nov 6, 2025, 10:48 AM",Frankie,Instagram,BetOnline/Wild Casino Watermark,Approved,263425,$131.71,https://www.instagram.com/reel/DQuOR40DSF7/?igsh=MTB4bnNvMHB0cnc3dA==
"Nov 6, 2025, 10:14 AM",Brad,Instagram,BetOnline/Wild Casino Watermark,Approved,227110,$113.56,https://www.instagram.com/reel/DQuKRWuEWbw/?igsh=c2MweDY2NG1jb2Y=
"Nov 6, 2025, 09:56 AM",Brad,Instagram,BetOnline/Wild Casino Watermark,Approved,304982,$152.49,https://www.instagram.com/reel/DQuIP0BEe3l/?igsh=MWE4ZWFzeTlrejgwZg==
"Nov 6, 2025, 09:52 AM",Tolga Bal,Instagram,BetOnline/Wild Casino Watermark,Approved,138836,$69.42,https://www.instagram.com/reel/DQuH35_iKHj/?igsh=MjJiejR5NWR0Y2Jh
"Nov 6, 2025, 09:48 AM",Brad,Instagram,BetOnline/Wild Casino Watermark,Approved,207139,$103.57,https://www.instagram.com/reel/DQuHZ62jQVF/?igsh=MXNwNXJjaDc0ZmkydQ==
"Nov 6, 2025, 09:46 AM",Brad,Instagram,BetOnline/Wild Casino Watermark,Approved,313007,$156.50,https://www.instagram.com/reel/DQuHOLBAClX/
"Nov 6, 2025, 09:46 AM",Brad,Instagram,BetOnline/Wild Casino Watermark,Approved,195425,$97.71,https://www.instagram.com/p/DQuHCPqDqLF/
"Nov 6, 2025, 09:46 AM",Truman Leong,Instagram,BetOnline/Wild Casino Watermark,Approved,26120,$13.06,https://www.instagram.com/reel/DQt9vH9gAJr/?igsh=MTkybTY3NnBsemgyaA==
"Nov 6, 2025, 09:45 AM",Truman Leong,Instagram,BetOnline/Wild Casino Watermark,Approved,20575,$10.29,https://www.instagram.com/reel/DQt5kL6lAjz/?igsh=aHo5NzRrNGdncmFu
"Nov 6, 2025, 09:41 AM",Brad,Instagram,BetOnline/Wild Casino Watermark,Approved,104243,$52.12,https://www.instagram.com/reel/DQuGlvMkQt7/?igsh=MXg3aXJjZnk4OTZocA==
"Nov 6, 2025, 09:38 AM",Brad,Instagram,BetOnline/Wild Casino Watermark,Approved,172988,$86.49,https://www.instagram.com/reel/DQuGGr4ESMB/
"Nov 6, 2025, 09:37 AM",Frankie,Instagram,BetOnline/Wild Casino Watermark,Approved,789745,$300.00,https://www.instagram.com/reel/DQuGMc1DYtv/?igsh=aW9icHAzdmgxeHRk
"Nov 6, 2025, 09:31 AM",Brad,Instagram,BetOnline/Wild Casino Watermark,Approved,221657,$110.83,https://www.instagram.com/reel/DQuFW9lDozt/
"Nov 6, 2025, 09:26 AM",Meme Daddy,Instagram,BetOnline/Wild Casino Watermark,Approved,18335,$9.17,https://www.instagram.com/reel/DQuEjGQie4I/?igsh=cXZ4ZThpbXB5czZx
"Nov 6, 2025, 08:04 AM",Fulltimetweets ,Instagram,BetOnline/Wild Casino Watermark,Approved,6367,$3.18,https://www.instagram.com/reel/DQo6QTXCLXC/?igsh=MWg4OHJibGkzYW0zMw==
"Nov 6, 2025, 07:40 AM",KGC Team,Instagram,BetOnline/Wild Casino Watermark,Approved,595508,$297.75,https://www.instagram.com/reel/DQt4s98DgS0/?igsh=ZGJmeWpjM3k5NjJr
"Nov 6, 2025, 07:40 AM",instagrammer,Instagram,BetOnline/Wild Casino Watermark,Approved,12858,$6.43,https://www.instagram.com/reel/DQt402gACDh/?igsh=eWRta3Y4M24wb3I=
"Nov 6, 2025, 07:37 AM",instagrammer,Instagram,BetOnline/Wild Casino Watermark,Approved,7044,$3.52,https://www.instagram.com/reel/DQt4mK2Dnka/?igsh=bmJoZzkzb2V3MmZ0
"Nov 6, 2025, 07:34 AM",instagrammer,Instagram,BetOnline/Wild Casino Watermark,Approved,7674,$3.84,https://www.instagram.com/reel/DQt4LctDSjr/?igsh=MWkwa3o5d3Z4eTN2ZA==
"Nov 6, 2025, 07:08 AM",THE GRIZZY,Instagram,BetOnline/Wild Casino Watermark,Approved,8650,$4.33,https://www.instagram.com/reel/DQt07H_Ebgs/?igsh=MTl5M2VrZTUxNXB0cA==
"Nov 6, 2025, 07:01 AM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,53260,$26.63,https://www.instagram.com/reel/DQt0bprATfE/?igsh=Ym9oeGQyZHM0eHRq
"Nov 6, 2025, 07:01 AM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,34374,$17.19,https://www.instagram.com/reel/DQt0YFZkgJV/?igsh=M282Zm9lM3JyaDVh
"Nov 6, 2025, 07:00 AM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,48292,$24.15,https://www.instagram.com/reel/DQt0XWQk4tD/?igsh=MTVobmp5NG92NnhlZA==
"Nov 6, 2025, 06:41 AM",Brad,Instagram,BetOnline/Wild Casino Watermark,Approved,607673,$300.00,https://www.instagram.com/reel/DQtx1DIDl3W/
"Nov 6, 2025, 06:41 AM",KGC Team,Instagram,BetOnline/Wild Casino Watermark,Approved,258519,$129.26,https://www.instagram.com/reel/DQtx-kujszQ/?igsh=MXJwOWZzdnRhZjJuag==
"Nov 6, 2025, 06:36 AM",Brad,Instagram,BetOnline/Wild Casino Watermark,Approved,530354,$265.18,https://www.instagram.com/reel/DQtxUs2kSyJ/?igsh=MWJ2N2JtbXNmNjZlNg==
"Nov 6, 2025, 06:26 AM",Brad,Instagram,BetOnline/Wild Casino Watermark,Approved,370419,$185.21,https://www.instagram.com/p/DQtwB3DjkQx/
"Nov 6, 2025, 06:21 AM",Brad,Instagram,BetOnline/Wild Casino Watermark,Approved,708780,$300.00,https://www.instagram.com/reel/DQtvnYIEX-F/?igsh=MWdlbXI0OHBwazlkNg==
"Nov 6, 2025, 06:18 AM",Brad,Instagram,BetOnline/Wild Casino Watermark,Approved,551271,$275.64,https://www.instagram.com/reel/DQtvQ3lEbdl/
"Nov 6, 2025, 06:12 AM",Brad,Instagram,BetOnline/Wild Casino Watermark,Approved,310469,$155.23,https://www.instagram.com/reel/DQtuv5SjvUH/
"Nov 6, 2025, 05:58 AM",Frankie,Instagram,BetOnline/Wild Casino Watermark,Approved,516547,$258.27,https://www.instagram.com/reel/DQttHVmDU0p/?igsh=MWcycjFmMGVzeTBmeg==
"Nov 6, 2025, 05:18 AM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,691947,$300.00,https://www.instagram.com/reel/DQtofIxETqJ/?igsh=MWdqZWRzODVsbXIx
"Nov 6, 2025, 04:57 AM",KGC Team,Instagram,BetOnline/Wild Casino Watermark,Approved,249499,$124.75,https://www.instagram.com/reel/DQtmF05jkoc/?igsh=MWludTc3djFrM2R4bQ==
"Nov 6, 2025, 04:43 AM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,135805,$67.90,https://www.instagram.com/reel/DQtkVIWEWoT/?igsh=MWQxaXlsMnhtZ2E3bQ==
"Nov 6, 2025, 04:12 AM",Tolga Bal,Instagram,BetOnline/Wild Casino Watermark,Approved,136340,$68.17,https://www.instagram.com/reel/DQthBSjCAZo/?igsh=MWR3b3l0ajB0dW05aA==
"Nov 6, 2025, 04:01 AM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,5915,$2.96,https://www.instagram.com/reel/DQtfzj3AXhI/?igsh=ZzRoNHVpc3R0bjZ2
"Nov 6, 2025, 04:01 AM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,41044,$20.52,https://www.instagram.com/reel/DQtfxp8k8CU/?igsh=eTRnajF5MXk0MXdr
"Nov 6, 2025, 04:00 AM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,30982,$15.49,https://www.instagram.com/reel/DQtf1DBElQl/?igsh=eHVuMWVzbTFkYTdr
"Nov 6, 2025, 03:53 AM",instagrammer,Instagram,BetOnline/Wild Casino Watermark,Approved,30039,$15.02,https://www.instagram.com/reel/DQtexahjhdx/?igsh=MXF5MGl3aDM3eWM1NQ==
"Nov 6, 2025, 03:46 AM",KGC Team,Instagram,BetOnline/Wild Casino Watermark,Approved,399302,$199.65,https://www.instagram.com/reel/DQtd_lEDnTO/?igsh=aDNuemNhb2U3M29r
"Nov 6, 2025, 03:42 AM",Tolga Bal,Instagram,BetOnline/Wild Casino Watermark,Approved,124366,$62.18,https://www.instagram.com/reel/DQtdhy5CA_W/?igsh=MWplZjB6dHdlaHVr
"Nov 6, 2025, 03:18 AM",KGC Team,Instagram,BetOnline/Wild Casino Watermark,Approved,231204,$115.60,https://www.instagram.com/reel/DQta26yDuji/?igsh=MW1qdHV5eWkybmE5OA==
"Nov 6, 2025, 03:15 AM",Tolga Bal,Instagram,BetOnline/Wild Casino Watermark,Approved,180867,$90.43,https://www.instagram.com/reel/DQtabNSCJ6Y/?igsh=bXRsaHd0dnlqb2lj
"Nov 6, 2025, 02:55 AM",instagrammer,Instagram,BetOnline/Wild Casino Watermark,Approved,50479,$25.24,https://www.instagram.com/reel/DQtYNP3ABV6/?igsh=b2tkZ3RzcG1rdzdx
"Nov 6, 2025, 02:49 AM",Brad,Instagram,BetOnline/Wild Casino Watermark,Approved,369651,$184.83,https://www.instagram.com/reel/DQtW8wujr6m/
"Nov 6, 2025, 02:47 AM",instagrammer,Instagram,BetOnline/Wild Casino Watermark,Approved,14650,$7.33,https://www.instagram.com/reel/DQtXL7sjt6z/?igsh=eXVoNnFqMHBtZTVn
"Nov 6, 2025, 02:47 AM",Jason,Instagram,BetOnline/Wild Casino Watermark,Approved,995168,$300.00,https://www.instagram.com/reel/DQtW4I6DkpW/?igsh=cWFpM3pra2hucTV1
"Nov 6, 2025, 02:43 AM",instagrammer,Instagram,BetOnline/Wild Casino Watermark,Approved,4248,$0.00,https://www.instagram.com/reel/DQtW7YrjvQ0/?igsh=MWRldHE5MXIyamZw
"Nov 6, 2025, 02:42 AM",instagrammer,Instagram,BetOnline/Wild Casino Watermark,Approved,10836,$5.42,https://www.instagram.com/reel/DQtWys5Dtcs/?igsh=MTg1dGxnbTkyeDZoeQ==
"Nov 6, 2025, 02:40 AM",instagrammer,Instagram,BetOnline/Wild Casino Watermark,Approved,16805,$8.40,https://www.instagram.com/reel/DQtWhaSjvJR/?igsh=NmpoaWo0cGpqZnp1
"Nov 6, 2025, 02:40 AM",Brad,Instagram,BetOnline/Wild Casino Watermark,Approved,314402,$157.20,https://www.instagram.com/p/DQtWGc2Dr6U/
"Nov 6, 2025, 02:38 AM",Brad,Instagram,BetOnline/Wild Casino Watermark,Approved,140382,$70.19,https://www.instagram.com/reel/DQtORKJCUbI/?igsh=MTF3d2FheGg5anNyeQ==
"Nov 6, 2025, 02:33 AM",Brad,Instagram,BetOnline/Wild Casino Watermark,Approved,379851,$189.93,https://www.instagram.com/reel/DQtViuqDtlc/
"Nov 6, 2025, 02:28 AM",Tolga Bal,Instagram,BetOnline/Wild Casino Watermark,Approved,69385,$34.69,https://www.instagram.com/reel/DQtU446CEiS/?igsh=MWg4Y3E2ZXl3bmFxeA==
"Nov 6, 2025, 02:26 AM",KGC Team,Instagram,BetOnline/Wild Casino Watermark,Approved,498928,$249.46,https://www.instagram.com/reel/DQtUwdSDu5x/?igsh=MTVwMDV0aHN5cGllYg==
"Nov 6, 2025, 02:24 AM",Brad,Instagram,BetOnline/Wild Casino Watermark,Approved,369049,$184.52,https://www.instagram.com/reel/DQtUZCJjo4J/
"Nov 6, 2025, 02:05 AM",Tolga Bal,Instagram,BetOnline/Wild Casino Watermark,Approved,76584,$38.29,https://www.instagram.com/reel/DQtSSGLCErY/?igsh=czV4MTlia3QyM2Jr
"Nov 6, 2025, 02:01 AM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,51807,$25.90,https://www.instagram.com/reel/DQtSElckmUd/?igsh=OXY2MGt1NDc1ejdh
"Nov 6, 2025, 02:01 AM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,4096,$0.00,https://www.instagram.com/reel/DQtSB-ngTBT/?igsh=MTE5bTh2amlweGt6bA==
"Nov 6, 2025, 02:00 AM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,149187,$74.59,https://www.instagram.com/reel/DQtSAgrE7mx/?igsh=MXhndTJwOWxydjdpNA==
"Nov 6, 2025, 02:00 AM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,44144,$22.07,https://www.instagram.com/reel/DQtSEYkkweE/?igsh=bm10cXptNWpvcW5k
"Nov 6, 2025, 01:35 AM",Frankie,Instagram,BetOnline/Wild Casino Watermark,Approved,229271,$114.64,https://www.instagram.com/reel/DQtPBvZDSpQ/?igsh=MXhxdWRqYThweHl0Zg==
"Nov 6, 2025, 01:29 AM",.,Instagram,BetOnline/Wild Casino Watermark,Approved,140382,$70.19,https://www.instagram.com/reel/DQtORKJCUbI/?igsh=MXc2dGo0cGM3Y252OA==
"Nov 6, 2025, 01:23 AM",elo,Instagram,BetOnline/Wild Casino Watermark,Approved,39127,$19.56,https://www.instagram.com/reel/DQsaikMDt4d/?igsh=cTh1eXo3cXZnMmFo
"Nov 6, 2025, 01:10 AM",KGC Team,Instagram,BetOnline/Wild Casino Watermark,Approved,930361,$300.00,https://www.instagram.com/reel/DQtMNa9Dm0J/?igsh=dWJ0aHExYmppZjFs
"Nov 6, 2025, 12:58 AM",instagrammer,Instagram,BetOnline/Wild Casino Watermark,Approved,35227,$17.61,https://www.instagram.com/reel/DQtK1npAKhK/?igsh=NTc4MTIwNjQ2YQ==
"Nov 6, 2025, 12:56 AM",instagrammer,Instagram,BetOnline/Wild Casino Watermark,Approved,11488,$5.74,https://www.instagram.com/reel/DQtKoYejgB8/?igsh=MTM3Y3RkZjlldTg3MQ==
"Nov 6, 2025, 12:50 AM",instagrammer,Instagram,BetOnline/Wild Casino Watermark,Approved,21150,$10.58,https://www.instagram.com/reel/DQtJ8jIDr1e/?igsh=MXB5MWg1Nzk5cWUzNA==
"Nov 6, 2025, 12:46 AM",Jason,Instagram,BetOnline/Wild Casino Watermark,Approved,612064,$300.00,https://www.instagram.com/reel/DQtJKsijrL8/?igsh=cmtnNGk3MW4ya3lm
"Nov 6, 2025, 12:45 AM",Jason,Instagram,BetOnline/Wild Casino Watermark,Approved,1216112,$300.00,https://www.instagram.com/reel/DQtEBHGjfdp/?igsh=MXZudnZha3hmZndrZw==
"Nov 6, 2025, 12:31 AM",KGC Team,Instagram,BetOnline/Wild Casino Watermark,Approved,669786,$300.00,https://www.instagram.com/reel/DQtHi0rDtRL/?igsh=MTB5OTk2OWxmNGM1aQ==
"Nov 6, 2025, 12:27 AM",Brad,Instagram,BetOnline/Wild Casino Watermark,Approved,250598,$125.30,https://www.instagram.com/reel/DQtG5dEgGwQ/
"Nov 6, 2025, 12:19 AM",Brad,Instagram,BetOnline/Wild Casino Watermark,Approved,152631,$76.32,https://www.instagram.com/p/DQtF_iEDl6Z/
"Nov 6, 2025, 12:10 AM",Brad,Instagram,BetOnline/Wild Casino Watermark,Approved,114398,$57.20,https://www.instagram.com/reel/DQtEm1RjbMS/
"Nov 5, 2025, 11:51 PM",Brad,Instagram,BetOnline/Wild Casino Watermark,Approved,260904,$130.45,https://www.instagram.com/reel/DQtCzjzjmWF/?igsh=MXM2djA0cmdhcHA5Nw==
"Nov 5, 2025, 11:33 PM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,20138,$10.07,https://www.instagram.com/reel/DQtA2IeEl2F/?igsh=MXd3dHdiMW4zZ2t4cw==
"Nov 5, 2025, 11:27 PM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,166247,$83.12,https://www.instagram.com/reel/DQs_6B6E-Bp/?igsh=MTQxbWl5aGt0ZnV5Zw==
"Nov 5, 2025, 11:18 PM",senku,Instagram,BetOnline/Wild Casino Watermark,Approved,61284,$30.64,https://www.instagram.com/reel/DQs_OOXEuNg/?igsh=MWo5bndrMXd5cmI2Nw==
"Nov 5, 2025, 11:10 PM",Steve,Instagram,BetOnline/Wild Casino Watermark,Approved,512357,$256.18,https://www.instagram.com/reel/DQscgHPCDig/?igsh=MWgxb2s3bDR4M3dyOQ==
"Nov 5, 2025, 11:06 PM",instagrammer,Instagram,BetOnline/Wild Casino Watermark,Approved,17639,$8.82,https://www.instagram.com/reel/DQs-DgADry1/?igsh=eng2cHl4YmIxYTE5
"Nov 5, 2025, 11:03 PM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,60228,$30.11,https://www.instagram.com/reel/DQs9pBSkxxC/?igsh=MTlxc2xpbGU4cDdteQ==
"Nov 5, 2025, 11:03 PM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,7978,$3.99,https://www.instagram.com/reel/DQs9UDGAYLO/?igsh=ZXowY3ZlMGdhbm00
"Nov 5, 2025, 10:56 PM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,39817,$19.91,https://www.instagram.com/reel/DQs8H3KkoKk/?igsh=bTAzenNocmI0MDRu
"Nov 5, 2025, 10:53 PM",.,Instagram,BetOnline/Wild Casino Watermark,Approved,326477,$163.24,https://www.instagram.com/reel/DQs8ZvGidrG/?igsh=bnpzN2wyOXhvMXZs
"Nov 5, 2025, 10:46 PM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,6677,$3.34,https://www.instagram.com/reel/DQs7fwBE8-n/?igsh=Mjh0Mndra3B2dTFq
"Nov 5, 2025, 10:45 PM",Kamlesh undaria ,Instagram,BetOnline/Wild Casino Watermark,Approved,5115,$2.56,https://www.instagram.com/reel/DQsBM6HCKIz/?igsh=cW00N2U0aXZscGw1
"Nov 5, 2025, 10:24 PM",Jason,Instagram,BetOnline/Wild Casino Watermark,Approved,635834,$300.00,https://www.instagram.com/reel/DQs4XZpjfwS/?igsh=MXdqMml6bHFkcmQ3dA==
"Nov 5, 2025, 10:20 PM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,104270,$52.14,https://www.instagram.com/reel/DQs4RQaktOH/?igsh=N3N2emxqa3ZzNDFr
"Nov 5, 2025, 10:14 PM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,68995,$34.50,https://www.instagram.com/reel/DQs3-TMDao4/?igsh=NGN4b2pmeHM5a280
"Nov 5, 2025, 09:47 PM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,5045,$2.52,https://www.instagram.com/reel/DQs00eUgfia/?igsh=ZmZ6dXAwM2QyeWl1
"Nov 5, 2025, 09:42 PM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,188584,$94.29,https://www.instagram.com/reel/DQs0NT8kvjc/?igsh=MTl6N3hteXlpb3d0bw==
"Nov 5, 2025, 09:39 PM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,61604,$30.80,https://www.instagram.com/reel/DQsz2USE12n/?igsh=MWMzYWx1MzR6d2FzZw==
"Nov 5, 2025, 09:36 PM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,39767,$19.88,https://www.instagram.com/reel/DQszb5Xk0c_/?igsh=MThkYnl2ZmsxODlhbA==
"Nov 5, 2025, 09:29 PM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,211608,$105.80,https://www.instagram.com/reel/DQsyrwhCSUY/?igsh=MWgzaWZsNmVveDlscQ==
"Nov 5, 2025, 09:22 PM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,11772,$5.89,https://www.instagram.com/reel/DQsyBLcEkKx/?igsh=Z2VzYXVlamd3Nzll
"Nov 5, 2025, 09:09 PM",Rich 💲,Instagram,BetOnline/Wild Casino Watermark,Approved,118281,$59.14,https://www.instagram.com/reel/DQswa-0ktfV/?igsh=YXd6eXBwZGNnbXZh
